P_CODE,VDC_NAME,DISTRICT,REGION,MMI_MAX,MMI_UNLOG,MMI_MAX,POP_2011,POP_2011,POPDEN_2011,POPDEN_2011,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HUMAN_POVERTY_INDEX,HUMAN_POVERTY_INDEX
M-BHE-57-009,Bhawaniyapur,Banke,Mid-Western,3.50,3162,0.00,4326,0.04,679.67,6.49,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-010,Binauna,Banke,Mid-Western,4.84,68953,0.00,7332,0.08,157.35,5.04,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-011,Chisapani,Banke,Mid-Western,4.06,11414,0.00,6789,0.07,175.48,5.14,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-012,Ganapur,Banke,Mid-Western,3.50,3162,0.00,5805,0.06,557.64,6.30,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-013,Gangapur,Banke,Mid-Western,4.98,94706,0.00,6170,0.06,293.13,5.65,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-014,Hirminiya,Banke,Mid-Western,3.50,3162,0.00,8463,0.09,585.26,6.34,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-015,Holiya,Banke,Mid-Western,4.93,85141,0.00,6290,0.06,330.76,5.78,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-016,Indrapur,Banke,Mid-Western,3.50,3162,0.00,8962,0.09,707.46,6.53,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-017,Jaispur,Banke,Mid-Western,3.50,3162,0.00,6567,0.07,1818.06,7.47,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-018,Kalaphanta,Banke,Mid-Western,4.85,71208,0.00,4689,0.05,248.03,5.49,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-019,Kamdi,Banke,Mid-Western,4.77,58215,0.00,9853,0.10,368.18,5.88,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-020,Kanchanapur,Banke,Mid-Western,4.93,84673,0.00,8858,0.09,31.39,3.43,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-021,Kathkuiya,Banke,Mid-Western,4.97,92532,0.00,5628,0.06,207.68,5.31,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-022,KhajuraKhurda,Banke,Mid-Western,3.50,3162,0.00,6034,0.06,405.64,5.98,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-023,Khaskarkado,Banke,Mid-Western,3.50,3162,0.00,8910,0.09,1626.03,7.36,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-024,Khaskusma,Banke,Mid-Western,4.77,59277,0.00,5313,0.05,17.67,2.86,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-025,Kohalpur,Banke,Mid-Western,4.72,52401,0.00,36019,0.37,264.79,5.55,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-026,Laxmanpur,Banke,Mid-Western,4.91,81716,0.00,5609,0.06,205.14,5.30,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-027,Mahadevpuri,Banke,Mid-Western,4.83,67317,0.00,9246,0.09,44.57,3.78,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-028,Manikapur,Banke,Mid-Western,3.50,3162,0.00,12233,0.13,748.06,6.59,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-029,Matahiya,Banke,Mid-Western,4.98,95869,0.00,7740,0.08,195.72,5.25,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-030,Narainapur,Banke,Mid-Western,4.78,59643,0.00,5106,0.05,132.98,4.87,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-031,Naubasta,Banke,Mid-Western,4.39,24766,0.00,19602,0.20,407.01,5.98,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-032,NepalgunjN.P.,Banke,Mid-Western,3.50,3162,0.00,72503,0.74,5787.65,8.62,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-033,Paraspur,Banke,Mid-Western,3.50,3162,0.00,5983,0.06,1042.43,6.92,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-034,Phatepur,Banke,Mid-Western,4.96,90276,0.00,16967,0.17,196.21,5.26,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-035,Piparhawa,Banke,Mid-Western,3.50,3162,0.00,5455,0.06,1390.47,7.20,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-036,Puraina,Banke,Mid-Western,3.50,3162,0.00,6264,0.06,839.9,6.70,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-037,Puraini,Banke,Mid-Western,3.50,3162,0.00,4724,0.05,842.35,6.71,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-038,Radhapur,Banke,Mid-Western,3.50,3162,0.00,3555,0.04,424.77,6.02,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-039,Rajhena,Banke,Mid-Western,4.53,33884,0.00,26158,0.27,784.99,6.64,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-040,Raniyapur,Banke,Mid-Western,3.50,3162,0.00,6442,0.07,394.59,5.95,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-041,Saigaun,Banke,Mid-Western,3.50,3162,0.00,6431,0.07,717.71,6.55,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-042,Samserganj,Banke,Mid-Western,3.50,3162,0.00,8470,0.09,568.35,6.31,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-043,Sitapur,Banke,Mid-Western,3.50,3162,0.00,8626,0.09,469.45,6.12,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-044,Sonapur,Banke,Mid-Western,3.50,3162,0.00,8156,0.08,574.19,6.32,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-045,Titihiriya,Banke,Mid-Western,3.50,3162,0.00,9235,0.09,391.8,5.94,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-046,Udarapur,Banke,Mid-Western,3.50,3162,0.00,11511,0.12,597.97,6.36,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-047,Udayapur,Banke,Mid-Western,3.50,3162,0.00,3667,0.04,594.47,6.36,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-58-001,Badalpur,Bardiya,Mid-Western,3.50,3162,0.00,6881,0.07,456.52,6.10,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-002,Baganaha,Bardiya,Mid-Western,3.50,3162,0.00,13048,0.13,291.2,5.65,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-003,Baniyabhar,Bardiya,Mid-Western,3.50,3162,0.00,17682,0.18,239.92,5.46,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-004,Belawa,Bardiya,Mid-Western,3.98,9524,0.00,15568,0.16,154.79,5.02,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-005,Bhimapur,Bardiya,Mid-Western,3.50,3162,0.00,10053,0.10,490.8,6.17,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-006,Daulatpur,Bardiya,Mid-Western,3.50,3162,0.00,7524,0.08,443.38,6.07,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-007,Deudakala,Bardiya,Mid-Western,3.50,3162,0.00,19221,0.20,295.31,5.66,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-008,Dhadhawar,Bardiya,Mid-Western,3.50,3162,0.00,22882,0.23,256.43,5.52,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-009,Dhodhari,Bardiya,Mid-Western,3.50,3162,0.00,10059,0.10,189.61,5.22,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-010,Gola,Bardiya,Mid-Western,3.50,3162,0.00,6814,0.07,484.43,6.15,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-011,GulariyaN.P.,Bardiya,Mid-Western,3.50,3162,0.00,55747,0.57,584.96,6.34,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-012,Jamuni,Bardiya,Mid-Western,3.50,3162,0.00,11539,0.12,505.95,6.20,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-013,Kalika,Bardiya,Mid-Western,3.50,3162,0.00,13553,0.14,478.27,6.14,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-014,KhairiChandanpur,Bardiya,Mid-Western,3.50,3162,0.00,7115,0.07,377.64,5.91,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-015,Magaragadi,Bardiya,Mid-Western,3.50,3162,0.00,18933,0.19,578.9,6.33,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-016,Mahamadpur,Bardiya,Mid-Western,3.50,3162,0.00,10932,0.11,477.11,6.14,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-017,Manau,Bardiya,Mid-Western,3.50,3162,0.00,6357,0.07,375.91,5.90,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-018,ManpurMainapokhar,Bardiya,Mid-Western,3.50,3162,0.00,8734,0.09,333.08,5.78,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-019,Manpurtapara,Bardiya,Mid-Western,3.50,3162,0.00,9395,0.10,487.47,6.16,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-020,Motipur,Bardiya,Mid-Western,3.50,3162,0.00,21086,0.22,521.8,6.23,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-021,Nayagaun,Bardiya,Mid-Western,3.50,3162,0.00,5783,0.06,483.81,6.15,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-022,Neulapur,Bardiya,Mid-Western,3.50,3162,0.00,14790,0.15,559.58,6.30,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-023,Padanaha,Bardiya,Mid-Western,3.50,3162,0.00,8515,0.09,273.08,5.58,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-024,PasupatiNagar,Bardiya,Mid-Western,3.50,3162,0.00,6945,0.07,580.46,6.33,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-025,Patabhar,Bardiya,Mid-Western,3.50,3162,0.00,14755,0.15,416.03,6.00,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-026,Rajapur,Bardiya,Mid-Western,3.50,3162,0.00,12802,0.13,522.8,6.23,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-027,Sanashree,Bardiya,Mid-Western,3.50,3162,0.00,18000,0.18,631.27,6.42,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-028,Sivapur,Bardiya,Mid-Western,3.50,3162,0.00,7706,0.08,534.03,6.25,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-029,Sorhawa,Bardiya,Mid-Western,3.50,3162,0.00,14042,0.14,371.26,5.89,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-030,Suryapatawa,Bardiya,Mid-Western,3.50,3162,0.00,9947,0.10,319.69,5.74,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-031,Taratal,Bardiya,Mid-Western,3.50,3162,0.00,8431,0.09,494.34,6.18,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-032,Thakudwara,Bardiya,Mid-Western,3.50,3162,0.00,8772,0.09,464.16,6.11,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-58-033,Royal Bardiya Nation,Bardiya,Mid-Western,3.94,8788,0.00,0,0.00,0,#NUM!,51.90,3.51,56.05,5.76,32.30,4.82
M-BHE-59-001,Agragaun,Surkhet,Mid-Western,4.10,12617,0.00,2707,0.03,115.01,4.72,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-002,Awalching,Surkhet,Mid-Western,4.05,11146,0.00,2338,0.02,162.22,5.07,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-003,Babiyachaur,Surkhet,Mid-Western,3.50,3162,0.00,8214,0.08,175.06,5.14,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-004,Bajedichaur,Surkhet,Mid-Western,4.06,11553,0.00,4132,0.04,146.65,4.97,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-005,Betan,Surkhet,Mid-Western,3.50,3162,0.00,3087,0.03,42.57,3.73,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-006,Bidyapur,Surkhet,Mid-Western,3.50,3162,0.00,6414,0.07,129.31,4.84,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-007,Bijaura,Surkhet,Mid-Western,3.50,3162,0.00,5438,0.06,72.89,4.27,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-008,BirendranagarN.P.,Surkhet,Mid-Western,3.50,3162,0.00,47914,0.49,1369.28,7.19,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-009,Chapre,Surkhet,Mid-Western,3.50,3162,0.00,3506,0.04,57.34,4.03,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-010,Chhinchu,Surkhet,Mid-Western,4.16,14540,0.00,14036,0.14,216.77,5.35,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-011,Dahachaur,Surkhet,Mid-Western,4.23,16844,0.00,2976,0.03,134.42,4.88,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-012,Dandakhali,Surkhet,Mid-Western,3.99,9814,0.00,2493,0.03,123.81,4.80,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-013,Dasarathpur,Surkhet,Mid-Western,4.31,20204,0.00,5347,0.05,248.73,5.49,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-014,Dharapani,Surkhet,Mid-Western,3.99,9832,0.00,3073,0.03,156.26,5.03,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-015,GadiBayalkada,Surkhet,Mid-Western,3.50,3162,0.00,3050,0.03,105.31,4.64,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-016,Garpan,Surkhet,Mid-Western,3.95,9013,0.00,2011,0.02,90.46,4.48,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-017,GhatGaun,Surkhet,Mid-Western,3.50,3162,0.00,5004,0.05,93.7,4.52,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-018,Ghoreta,Surkhet,Mid-Western,4.04,10974,0.00,3162,0.03,95.68,4.54,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-019,Ghumkhahare,Surkhet,Mid-Western,4.13,13400,0.00,4513,0.05,120.62,4.77,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-020,Gumi,Surkhet,Mid-Western,4.40,25251,0.00,7035,0.07,198.47,5.27,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-021,Guthu,Surkhet,Mid-Western,3.50,3162,0.00,7640,0.08,117.59,4.75,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-022,Hariharpur,Surkhet,Mid-Western,3.50,3162,0.00,4581,0.05,46.11,3.81,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-023,Jarbuta,Surkhet,Mid-Western,3.50,3162,0.00,8580,0.09,263.4,5.55,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-024,Kalyan,Surkhet,Mid-Western,3.98,9481,0.00,3599,0.04,95.99,4.54,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-025,Kaphalkot,Surkhet,Mid-Western,4.14,13789,0.00,6307,0.06,235.84,5.44,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-026,Kaprichaur,Surkhet,Mid-Western,4.08,12133,0.00,2875,0.03,66.43,4.18,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-027,Khanikholla,Surkhet,Mid-Western,4.01,10308,0.00,3237,0.03,81.95,4.39,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-028,Kunathari,Surkhet,Mid-Western,3.50,3162,0.00,7539,0.08,82.28,4.39,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-029,Lagaam,Surkhet,Mid-Western,3.50,3162,0.00,4071,0.04,35.24,3.55,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-030,Latikoili,Surkhet,Mid-Western,3.50,3162,0.00,19963,0.20,303.2,5.69,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-031,Lekhfarsa,Surkhet,Mid-Western,4.31,20516,0.00,5823,0.06,102.05,4.60,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-032,Lekhgaun,Surkhet,Mid-Western,3.50,3162,0.00,4719,0.05,44.52,3.78,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-033,Lekhparajul,Surkhet,Mid-Western,3.50,3162,0.00,8896,0.09,322.48,5.75,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-034,Maintada,Surkhet,Mid-Western,4.32,20905,0.00,11187,0.11,259.5,5.53,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-035,Malarani,Surkhet,Mid-Western,4.01,10129,0.00,5277,0.05,174.38,5.14,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-036,Matela,Surkhet,Mid-Western,4.02,10576,0.00,6062,0.06,118.01,4.75,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-037,Mehelkuna,Surkhet,Mid-Western,4.32,20847,0.00,9815,0.10,336.61,5.79,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-038,Neta,Surkhet,Mid-Western,3.99,9720,0.00,3567,0.04,105.65,4.64,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-039,Pamka,Surkhet,Mid-Western,3.99,9821,0.00,2170,0.02,80.12,4.36,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-040,Pokharikanda,Surkhet,Mid-Western,3.50,3162,0.00,4741,0.05,60.92,4.09,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-041,Rajena,Surkhet,Mid-Western,4.06,11491,0.00,3062,0.03,76.22,4.31,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-042,Rakam,Surkhet,Mid-Western,4.17,14696,0.00,3640,0.04,133.72,4.87,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-043,Ramghat,Surkhet,Mid-Western,4.18,15188,0.00,7288,0.07,172.17,5.13,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-044,Ranibas,Surkhet,Mid-Western,3.96,9093,0.00,3643,0.04,98.1,4.57,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-045,Ratudevistan,Surkhet,Mid-Western,3.87,7349,0.00,1679,0.02,68.22,4.20,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-046,Sahare,Surkhet,Mid-Western,4.09,12303,0.00,11076,0.11,203.17,5.29,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-047,Salkot,Surkhet,Mid-Western,3.50,3162,0.00,8510,0.09,169.88,5.11,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-048,Satakhani,Surkhet,Mid-Western,4.08,12074,0.00,9251,0.09,152.69,5.01,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-049,Taranga,Surkhet,Mid-Western,3.50,3162,0.00,5222,0.05,40.41,3.68,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-050,Tatopani,Surkhet,Mid-Western,3.50,3162,0.00,5587,0.06,45.74,3.81,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-59-051,Uttarganga,Surkhet,Mid-Western,3.50,3162,0.00,17261,0.18,482.62,6.15,98.22,9.81,17.39,1.71,25.31,2.69
M-BHE-60-001,Awal Parajul,Dailekh,Mid-Western,4.04,10993,0.00,4213,0.04,114.34,4.72,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-002,Badabhairab,Dailekh,Mid-Western,3.50,3162,0.00,2775,0.03,137.83,4.90,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-003,Bada Khola,Dailekh,Mid-Western,3.92,8406,0.00,2995,0.03,258.31,5.53,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-004,Badalamji,Dailekh,Mid-Western,3.50,3162,0.00,6325,0.06,350.84,5.83,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-005,Baluwatar,Dailekh,Mid-Western,3.93,8562,0.00,3524,0.04,58.69,4.05,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-006,Bansi,Dailekh,Mid-Western,3.50,3162,0.00,4005,0.04,290.23,5.64,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-007,Baraha,Dailekh,Mid-Western,3.50,3162,0.00,3863,0.04,182.79,5.18,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-008,Belpata,Dailekh,Mid-Western,3.90,7942,0.00,2721,0.03,269.88,5.57,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-009,Bhawani,Dailekh,Mid-Western,3.91,8079,0.00,2197,0.02,165.61,5.09,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-010,Bindyabasini,Dailekh,Mid-Western,3.97,9283,0.00,2945,0.03,121.01,4.77,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-011,Bisalla,Dailekh,Mid-Western,3.50,3162,0.00,6707,0.07,141.62,4.93,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-012,Chamunda,Dailekh,Mid-Western,3.50,3162,0.00,11783,0.12,267.68,5.56,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-013,Chauratha,Dailekh,Mid-Western,3.93,8595,0.00,2869,0.03,178.65,5.16,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-014,DandaParajul,Dailekh,Mid-Western,3.89,7756,0.00,5109,0.05,151.18,5.00,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-015,Dullu,Dailekh,Mid-Western,3.50,3162,0.00,4178,0.04,347.83,5.83,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-016,Gamaudi,Dailekh,Mid-Western,3.50,3162,0.00,3203,0.03,245.34,5.48,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-017,Gauri,Dailekh,Mid-Western,3.50,3162,0.00,2635,0.03,251.8,5.50,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-018,Goganpani,Dailekh,Mid-Western,3.87,7473,0.00,3220,0.03,106.02,4.64,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-019,Jaganath,Dailekh,Mid-Western,3.96,9062,0.00,2803,0.03,96.42,4.55,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-020,Jambukandh,Dailekh,Mid-Western,3.50,3162,0.00,6724,0.07,333.92,5.78,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-021,KalBhairab,Dailekh,Mid-Western,3.50,3162,0.00,4336,0.04,320.94,5.75,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-022,Kalika,Dailekh,Mid-Western,3.92,8408,0.00,2460,0.03,41.22,3.70,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-023,Kasikandh,Dailekh,Mid-Western,3.90,7900,0.00,5197,0.05,109.61,4.68,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-024,Katti,Dailekh,Mid-Western,3.94,8796,0.00,5253,0.05,124.14,4.80,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-025,Khadkawada,Dailekh,Mid-Western,3.50,3162,0.00,5039,0.05,191.62,5.23,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-026,Kharigera,Dailekh,Mid-Western,3.93,8470,0.00,3978,0.04,206.12,5.30,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-027,Kusapani,Dailekh,Mid-Western,3.50,3162,0.00,5117,0.05,94.21,4.52,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-028,Lakandra,Dailekh,Mid-Western,3.50,3162,0.00,5894,0.06,282.51,5.62,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-029,Lakuri,Dailekh,Mid-Western,3.91,8125,0.00,3840,0.04,156.91,5.03,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-030,Lalikanda,Dailekh,Mid-Western,4.06,11480,0.00,4653,0.05,98.73,4.57,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-031,LyatiBindraseni,Dailekh,Mid-Western,3.50,3162,0.00,7642,0.08,289,5.64,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-032,MairiKalikathum,Dailekh,Mid-Western,3.50,3162,0.00,5892,0.06,288.46,5.64,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-033,Malika,Dailekh,Mid-Western,3.50,3162,0.00,5564,0.06,257.42,5.53,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-034,Mehaltoli,Dailekh,Mid-Western,3.98,9451,0.00,2586,0.03,81.23,4.38,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-035,NarayanN.P.,Dailekh,Mid-Western,3.96,9041,0.00,21110,0.22,314.68,5.73,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-036,NauleKatuwal,Dailekh,Mid-Western,3.50,3162,0.00,4416,0.05,205.78,5.30,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-037,Nepa,Dailekh,Mid-Western,3.50,3162,0.00,5233,0.05,247.3,5.49,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-038,Naumule,Dailekh,Mid-Western,3.91,8155,0.00,1780,0.02,154.6,5.02,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-039,Odhari,Dailekh,Mid-Western,3.94,8621,0.00,2681,0.03,74.45,4.29,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-040,Padukasthan,Dailekh,Mid-Western,3.50,3162,0.00,5418,0.06,263.61,5.55,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-041,Pagnath,Dailekh,Mid-Western,3.95,9010,0.00,2697,0.03,166.31,5.09,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-042,Piladi,Dailekh,Mid-Western,3.96,9165,0.00,3115,0.03,138.16,4.91,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-043,Pipalkot,Dailekh,Mid-Western,3.50,3162,0.00,3213,0.03,94.81,4.53,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-044,PusakotChiudi,Dailekh,Mid-Western,3.50,3162,0.00,4887,0.05,256.88,5.52,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-045,RakamKarnali,Dailekh,Mid-Western,3.50,3162,0.00,2814,0.03,233.28,5.43,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-046,Raniban,Dailekh,Mid-Western,3.90,7900,0.00,4433,0.05,176.47,5.15,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-047,RawatKot,Dailekh,Mid-Western,3.50,3162,0.00,5243,0.05,248.24,5.49,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-048,Room,Dailekh,Mid-Western,3.94,8713,0.00,2444,0.03,204.46,5.30,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-049,Salleri,Dailekh,Mid-Western,3.96,9080,0.00,4008,0.04,159.96,5.05,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-050,Santalla,Dailekh,Mid-Western,3.50,3162,0.00,4865,0.05,124.33,4.80,97.89,9.77,55.02,5.65,41.35,7.59
M-BHE-60-051,Seri,Dailekh,Mid-Western,3.50,3162,0.00,2143,0.02,123.8,4.80,97.89,9.77,55.02,5.65,41.35,7.59
