P_CODE,VDC_NAME,DISTRICT,REGION,MMI_MAX,MMI_UNLOG,MMI_MAX,POP_2011,POP_2011,POPDEN_2011,POPDEN_2011,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HUMAN_POVERTY_INDEX,HUMAN_POVERTY_INDEX
F-SET-68-048,Khaptad National Par,Bajhang,Far-Western,3.50,3162,0.00,0,0.00,0,#NUM!,97.62,9.73,74.98,7.75,39.58,7.05
F-SET-69-001,Babala,Achham,Far-Western,3.50,3162,0.00,2813,0.03,157.21,5.03,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-002,Baijanath,Achham,Far-Western,3.50,3162,0.00,1271,0.01,231.22,5.42,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-003,Bannatoli,Achham,Far-Western,3.50,3162,0.00,2933,0.03,245.43,5.48,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-004,Baradadevi,Achham,Far-Western,3.50,3162,0.00,4452,0.05,414.68,6.00,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-005,Basti,Achham,Far-Western,3.50,3162,0.00,3716,0.04,60.58,4.09,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-006,Batulasen,Achham,Far-Western,3.50,3162,0.00,4199,0.04,168.11,5.10,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-007,Bayala,Achham,Far-Western,3.50,3162,0.00,3948,0.04,191.15,5.23,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-008,Bhagyaswori,Achham,Far-Western,3.50,3162,0.00,1091,0.01,298.24,5.67,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-009,Bhairavsthan,Achham,Far-Western,3.50,3162,0.00,4382,0.04,93.48,4.52,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-010,Bhatakatiya,Achham,Far-Western,3.50,3162,0.00,4653,0.05,101.02,4.59,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-011,Bhuli,Achham,Far-Western,3.50,3162,0.00,2779,0.03,264.55,5.55,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-012,Binayak,Achham,Far-Western,3.50,3162,0.00,5611,0.06,338.84,5.80,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-013,Bindhyabasini,Achham,Far-Western,3.50,3162,0.00,3222,0.03,226.06,5.40,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-014,Birpath,Achham,Far-Western,3.50,3162,0.00,2875,0.03,155.98,5.03,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-015,Budhakot,Achham,Far-Western,3.50,3162,0.00,2877,0.03,121.53,4.78,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-016,Chalsa,Achham,Far-Western,3.50,3162,0.00,2564,0.03,212.49,5.33,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-017,Chandika,Achham,Far-Western,3.50,3162,0.00,2111,0.02,146.54,4.96,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-018,Chaphamandaun,Achham,Far-Western,3.50,3162,0.00,1281,0.01,233.32,5.43,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-019,Darna,Achham,Far-Western,3.50,3162,0.00,4387,0.04,225.21,5.39,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-020,Devisthan,Achham,Far-Western,3.50,3162,0.00,2215,0.02,101.6,4.60,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-021,Dhakari,Achham,Far-Western,3.50,3162,0.00,4036,0.04,142.27,4.94,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-022,Dhaku,Achham,Far-Western,3.50,3162,0.00,1801,0.02,208.93,5.32,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-023,Dhamali,Achham,Far-Western,3.50,3162,0.00,3801,0.04,235.61,5.44,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-024,Dhodasain,Achham,Far-Western,3.50,3162,0.00,4782,0.05,169.08,5.11,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-025,Dhudharukot,Achham,Far-Western,3.50,3162,0.00,3124,0.03,245.6,5.48,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-026,Dhungachalna,Achham,Far-Western,3.50,3162,0.00,5656,0.06,93.77,4.52,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-027,Duni,Achham,Far-Western,3.50,3162,0.00,2457,0.03,183.55,5.19,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-028,Gajara,Achham,Far-Western,3.50,3162,0.00,1599,0.02,289.99,5.64,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-029,Hatikot,Achham,Far-Western,3.50,3162,0.00,1847,0.02,230.19,5.41,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-030,Hichma,Achham,Far-Western,3.50,3162,0.00,5355,0.05,146.53,4.96,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-031,Jalapadevi,Achham,Far-Western,3.50,3162,0.00,2613,0.03,332.59,5.78,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-032,Janalibandali,Achham,Far-Western,3.50,3162,0.00,3304,0.03,156.82,5.03,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-033,Janalikot,Achham,Far-Western,3.50,3162,0.00,1780,0.02,418.29,6.01,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-034,Jupu,Achham,Far-Western,3.50,3162,0.00,2891,0.03,290.99,5.65,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-035,Kalagaun,Achham,Far-Western,3.50,3162,0.00,2708,0.03,390.88,5.94,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-036,Kalekanda,Achham,Far-Western,3.50,3162,0.00,3490,0.04,95.92,4.54,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-037,Kalika,Achham,Far-Western,3.50,3162,0.00,3081,0.03,304.62,5.69,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-038,Kalikasthan,Achham,Far-Western,3.50,3162,0.00,3423,0.04,182,5.18,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-039,Khaptad,Achham,Far-Western,3.50,3162,0.00,1695,0.02,94.58,4.53,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-040,Khodasadevi,Achham,Far-Western,3.50,3162,0.00,3934,0.04,130.78,4.85,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-041,Kuika,Achham,Far-Western,3.50,3162,0.00,4281,0.04,216.93,5.36,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-042,Kuntibandali,Achham,Far-Western,3.50,3162,0.00,3169,0.03,47.58,3.84,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-043,Kushkot,Achham,Far-Western,3.50,3162,0.00,4654,0.05,236.27,5.44,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-044,Layati,Achham,Far-Western,3.50,3162,0.00,2575,0.03,348.47,5.83,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-045,Lungra,Achham,Far-Western,3.50,3162,0.00,3855,0.04,207.41,5.31,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-046,Malatikot,Achham,Far-Western,3.50,3162,0.00,2630,0.03,204.61,5.30,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-047,Mangalsen,Achham,Far-Western,3.50,3162,0.00,10458,0.11,336.14,5.79,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-048,Marku,Achham,Far-Western,3.50,3162,0.00,2156,0.02,134.09,4.88,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-049,Mashtabandali,Achham,Far-Western,3.50,3162,0.00,1932,0.02,228.12,5.41,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-050,Mashtamandaun,Achham,Far-Western,3.50,3162,0.00,3441,0.04,392.53,5.95,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-051,Nada,Achham,Far-Western,3.50,3162,0.00,2848,0.03,92.07,4.50,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-052,Nandegada,Achham,Far-Western,3.50,3162,0.00,3780,0.04,183.19,5.19,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-053,Nawathana,Achham,Far-Western,3.50,3162,0.00,2005,0.02,413.67,6.00,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-054,Oligaun,Achham,Far-Western,3.50,3162,0.00,3328,0.03,297.31,5.67,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-055,Patalkot,Achham,Far-Western,3.50,3162,0.00,2825,0.03,243.66,5.47,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-056,Payal,Achham,Far-Western,3.50,3162,0.00,4994,0.05,185.17,5.20,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-057,Pulletala,Achham,Far-Western,3.50,3162,0.00,3148,0.03,144.56,4.95,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-058,Rahaph,Achham,Far-Western,3.50,3162,0.00,4557,0.05,60.38,4.08,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-059,Ramarosan,Achham,Far-Western,3.50,3162,0.00,5989,0.06,118.5,4.75,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-060,Raniban,Achham,Far-Western,3.50,3162,0.00,2837,0.03,159.69,5.05,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-061,Ridikot,Achham,Far-Western,3.50,3162,0.00,1539,0.02,201.29,5.28,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-062,Risidaha,Achham,Far-Western,3.50,3162,0.00,4560,0.05,143.23,4.94,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-063,Santada,Achham,Far-Western,3.50,3162,0.00,2800,0.03,206.91,5.31,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-064,Sera,Achham,Far-Western,3.50,3162,0.00,2716,0.03,155.88,5.03,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-065,Siddheswor,Achham,Far-Western,3.50,3162,0.00,4168,0.04,445.88,6.07,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-066,Siudi,Achham,Far-Western,3.50,3162,0.00,5032,0.05,61.33,4.10,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-067,Soukat,Achham,Far-Western,3.50,3162,0.00,6655,0.07,265.2,5.56,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-068,Sutar,Achham,Far-Western,3.50,3162,0.00,3614,0.04,181.84,5.18,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-069,Thanti,Achham,Far-Western,3.50,3162,0.00,2673,0.03,260.68,5.54,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-070,Timilsain,Achham,Far-Western,3.50,3162,0.00,2060,0.02,252.35,5.51,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-071,Toli,Achham,Far-Western,3.50,3162,0.00,4000,0.04,215.8,5.35,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-072,Tosi,Achham,Far-Western,3.50,3162,0.00,2282,0.02,197.79,5.26,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-073,Turmakhad,Achham,Far-Western,3.50,3162,0.00,4057,0.04,121.64,4.78,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-074,Walant,Achham,Far-Western,3.50,3162,0.00,4078,0.04,46.97,3.83,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-075,Warla,Achham,Far-Western,3.50,3162,0.00,3735,0.04,180.27,5.17,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-69-076,Khaptad National Par,Achham,Far-Western,3.50,3162,0.00,0,0.00,0,#NUM!,98.30,9.82,68.66,7.08,46.68,9.21
F-SET-70-001,BanjaKakani,Doti,Far-Western,3.50,3162,0.00,4162,0.04,242.03,5.46,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-002,Banlek,Doti,Far-Western,3.50,3162,0.00,4895,0.05,281.93,5.62,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-003,Barchhen,Doti,Far-Western,3.50,3162,0.00,5743,0.06,50.07,3.90,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-004,Basudevi,Doti,Far-Western,3.50,3162,0.00,3344,0.03,240.42,5.46,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-005,Bhumirajmadau,Doti,Far-Western,3.50,3162,0.00,4857,0.05,126.54,4.82,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-006,ChawaraChautara,Doti,Far-Western,3.50,3162,0.00,2896,0.03,55.21,3.99,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-007,Chhapali,Doti,Far-Western,3.50,3162,0.00,3244,0.03,100.28,4.59,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-008,Chhatiwan,Doti,Far-Western,3.50,3162,0.00,4001,0.04,84.01,4.41,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-009,Dahakalikasthan,Doti,Far-Western,3.50,3162,0.00,2374,0.02,165.89,5.09,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-010,Daud,Doti,Far-Western,3.50,3162,0.00,6117,0.06,184.06,5.19,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-011,Ghanghalgau,Doti,Far-Western,3.50,3162,0.00,3980,0.04,49.24,3.88,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-012,Dhirkamandau,Doti,Far-Western,3.50,3162,0.00,1890,0.02,48.63,3.87,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-013,DipayalSilgadhiN.P.,Doti,Far-Western,3.50,3162,0.00,23416,0.24,315.83,5.73,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-014,Durgamadau,Doti,Far-Western,3.50,3162,0.00,3942,0.04,139.52,4.92,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-015,Gadasera,Doti,Far-Western,3.50,3162,0.00,2975,0.03,31.47,3.43,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-016,Gaguda,Doti,Far-Western,3.50,3162,0.00,3058,0.03,112.75,4.70,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-017,Gaihragau,Doti,Far-Western,3.50,3162,0.00,3377,0.03,177.85,5.16,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-018,Ganjari,Doti,Far-Western,3.50,3162,0.00,2390,0.02,189.5,5.22,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-019,Ghanteswor,Doti,Far-Western,3.50,3162,0.00,2736,0.03,68.83,4.21,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-020,Girichauka,Doti,Far-Western,3.50,3162,0.00,4040,0.04,151.62,5.00,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-021,Jijodamandau,Doti,Far-Western,3.50,3162,0.00,1953,0.02,82.66,4.39,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-022,Kadamadaun,Doti,Far-Western,3.50,3162,0.00,3788,0.04,202.88,5.29,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-023,Kalena,Doti,Far-Western,3.50,3162,0.00,2729,0.03,186.59,5.21,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-024,Kalikasthan,Doti,Far-Western,3.50,3162,0.00,5121,0.05,246.77,5.48,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-025,Kanachaur,Doti,Far-Western,3.50,3162,0.00,2086,0.02,29.51,3.37,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-026,Kapalleki,Doti,Far-Western,3.50,3162,0.00,3845,0.04,102.08,4.60,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-027,KedarAkhada,Doti,Far-Western,3.50,3162,0.00,1839,0.02,57.56,4.03,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-028,Khatiwada,Doti,Far-Western,3.50,3162,0.00,5812,0.06,282.78,5.62,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-029,Khirsain,Doti,Far-Western,3.50,3162,0.00,2836,0.03,233.77,5.43,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-030,Ladagada,Doti,Far-Western,3.50,3162,0.00,4169,0.04,159.37,5.05,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-031,Lamikhal,Doti,Far-Western,3.50,3162,0.00,4294,0.04,144.98,4.95,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-032,LanaKedareswor,Doti,Far-Western,3.50,3162,0.00,3491,0.04,67.52,4.19,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-033,Latamandau,Doti,Far-Western,3.50,3162,0.00,5028,0.05,130.54,4.85,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-034,LaxmiNagar,Doti,Far-Western,3.50,3162,0.00,4846,0.05,55.77,4.00,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-035,Mahadevsthan,Doti,Far-Western,3.50,3162,0.00,3954,0.04,198.22,5.27,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-036,Mannakapadi,Doti,Far-Western,3.50,3162,0.00,3506,0.04,41.1,3.70,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-037,Mudabhara,Doti,Far-Western,3.50,3162,0.00,4758,0.05,87.8,4.45,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-038,Mudhegau,Doti,Far-Western,3.50,3162,0.00,2367,0.02,66.01,4.17,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-039,Nirauli,Doti,Far-Western,3.50,3162,0.00,3037,0.03,48.74,3.87,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-040,Pachanali,Doti,Far-Western,3.50,3162,0.00,3001,0.03,172.2,5.13,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-041,Pokhari,Doti,Far-Western,3.50,3162,0.00,4252,0.04,161.43,5.06,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-042,Ranagau,Doti,Far-Western,3.50,3162,0.00,2890,0.03,205.4,5.30,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-043,Sanagau,Doti,Far-Western,3.50,3162,0.00,2467,0.03,300.26,5.68,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-044,Saraswotinagar,Doti,Far-Western,3.50,3162,0.00,3229,0.03,36.7,3.59,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-045,Satphari,Doti,Far-Western,3.50,3162,0.00,2961,0.03,105.98,4.64,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-046,Simchaur,Doti,Far-Western,3.50,3162,0.00,3172,0.03,61.95,4.11,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-047,Tijali,Doti,Far-Western,3.50,3162,0.00,2134,0.02,74.62,4.29,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-048,Tikhatar,Doti,Far-Western,3.50,3162,0.00,5870,0.06,181.21,5.18,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-049,Toleni,Doti,Far-Western,3.50,3162,0.00,6177,0.06,147.55,4.97,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-050,Wagalek,Doti,Far-Western,3.50,3162,0.00,4201,0.04,155.02,5.02,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-051,Warpata,Doti,Far-Western,3.50,3162,0.00,3820,0.04,118.89,4.76,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-70-052,Khaptad National Park,Doti,Far-Western,3.50,3162,0.00,0,0.00,0,#NUM!,95.99,9.51,77.68,8.03,43.57,8.26
F-SET-71-001,Baliya,Kailali,Far-Western,3.50,3162,0.00,41461,0.43,325.04,5.76,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-002,Basauti,Kailali,Far-Western,3.50,3162,0.00,6347,0.07,259.98,5.54,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-003,Beladevipur,Kailali,Far-Western,3.50,3162,0.00,11400,0.12,319.52,5.74,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-004,Bhajani,Kailali,Far-Western,3.50,3162,0.00,14917,0.15,514.17,6.21,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-005,Boniya,Kailali,Far-Western,3.50,3162,0.00,13899,0.14,525.64,6.24,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-006,Chauha,Kailali,Far-Western,3.50,3162,0.00,19891,0.20,258.12,5.53,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-007,Chaumala,Kailali,Far-Western,3.50,3162,0.00,27586,0.28,195.99,5.25,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-008,Dansinhapur,Kailali,Far-Western,3.50,3162,0.00,8750,0.09,348.41,5.83,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-009,Darakh,Kailali,Far-Western,3.50,3162,0.00,17623,0.18,368.89,5.88,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-010,DhangadhiN.P.,Kailali,Far-Western,3.50,3162,0.00,101970,1.05,980.38,6.86,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-011,Dododhara,Kailali,Far-Western,3.50,3162,0.00,19827,0.20,352.66,5.84,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-012,Durgauli,Kailali,Far-Western,3.50,3162,0.00,13683,0.14,525.57,6.24,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-013,Gadariya,Kailali,Far-Western,3.50,3162,0.00,11104,0.11,172.9,5.13,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-014,Geta,Kailali,Far-Western,3.50,3162,0.00,19329,0.20,619.82,6.40,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-015,Godawari,Kailali,Far-Western,3.50,3162,0.00,15572,0.16,83.68,4.41,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-016,Hasuliya,Kailali,Far-Western,3.50,3162,0.00,14129,0.14,201.56,5.28,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-017,Janakinagar,Kailali,Far-Western,3.50,3162,0.00,5905,0.06,420.94,6.02,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-018,Joshipur,Kailali,Far-Western,3.50,3162,0.00,22560,0.23,576.56,6.33,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-019,Khailad,Kailali,Far-Western,3.50,3162,0.00,11985,0.12,139.57,4.92,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-020,Khairala,Kailali,Far-Western,3.50,3162,0.00,4563,0.05,19.69,2.97,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-021,KotaTulsipur,Kailali,Far-Western,3.50,3162,0.00,12856,0.13,611.11,6.39,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-022,Lalbojhi,Kailali,Far-Western,3.50,3162,0.00,11247,0.12,409.06,5.99,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-023,Malakheti,Kailali,Far-Western,3.50,3162,0.00,23814,0.24,464.2,6.11,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-024,Masuriya,Kailali,Far-Western,3.50,3162,0.00,22017,0.23,306.67,5.70,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-025,Mohanyal,Kailali,Far-Western,3.50,3162,0.00,4681,0.05,30.32,3.40,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-026,Munuwa,Kailali,Far-Western,3.50,3162,0.00,11556,0.12,571.89,6.32,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-027,Narayanpur,Kailali,Far-Western,3.50,3162,0.00,11207,0.11,431.54,6.04,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-028,Nigali,Kailali,Far-Western,3.50,3162,0.00,6027,0.06,51.43,3.92,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-029,Pahalmanpur,Kailali,Far-Western,3.50,3162,0.00,15055,0.15,189.9,5.22,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-030,Pandaun,Kailali,Far-Western,3.50,3162,0.00,3404,0.03,26.28,3.25,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-031,Pathariya,Kailali,Far-Western,3.50,3162,0.00,17396,0.18,370.15,5.89,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-032,Pawera,Kailali,Far-Western,3.50,3162,0.00,5835,0.06,442.53,6.06,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-033,Phulbari,Kailali,Far-Western,3.50,3162,0.00,20508,0.21,459.02,6.10,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-034,Pratapapur,Kailali,Far-Western,3.50,3162,0.00,14073,0.14,690.38,6.51,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-035,RamsikharJhala,Kailali,Far-Western,3.50,3162,0.00,18016,0.18,112.73,4.70,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-036,Ratnapur,Kailali,Far-Western,3.50,3162,0.00,6979,0.07,150.37,4.99,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-037,Sadepani,Kailali,Far-Western,3.50,3162,0.00,24892,0.26,368.35,5.88,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-038,Sahajpur,Kailali,Far-Western,3.50,3162,0.00,8334,0.09,57.77,4.04,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-039,Sreepur,Kailali,Far-Western,3.50,3162,0.00,17978,0.18,524.44,6.23,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-040,Sugarkhal,Kailali,Far-Western,3.50,3162,0.00,13968,0.14,40.72,3.69,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-041,Thapapur,Kailali,Far-Western,3.50,3162,0.00,13696,0.14,404.38,5.98,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-042,TikapurN.P.,Kailali,Far-Western,3.50,3162,0.00,56127,0.58,834.67,6.70,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-043,Udasipur,Kailali,Far-Western,3.50,3162,0.00,9304,0.10,198.63,5.27,39.36,1.81,68.04,7.02,29.49,3.97
F-SET-71-044,Urma,Kailali,Far-Western,3.50,3162,0.00,15188,0.16,182.63,5.18,39.36,1.81,68.04,7.02,29.49,3.97
M-BHE-57-001,Bageswari,Banke,Mid-Western,3.50,3162,0.00,12671,0.13,499.07,6.18,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-002,Banakatawa,Banke,Mid-Western,3.50,3162,0.00,18792,0.19,601.18,6.37,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-003,Banakatti,Banke,Mid-Western,4.86,72716,0.00,6202,0.06,428.16,6.03,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-004,Basudevapur,Banke,Mid-Western,3.50,3162,0.00,6830,0.07,777.63,6.63,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-005,Bejapur,Banke,Mid-Western,4.93,84704,0.00,12230,0.13,103.35,4.62,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-006,Belahari,Banke,Mid-Western,3.50,3162,0.00,5289,0.05,803.49,6.66,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-007,Belbhar,Banke,Mid-Western,3.50,3162,0.00,5318,0.05,541.08,6.27,69.89,5.96,70.24,7.25,43.28,8.17
M-BHE-57-008,Betahani,Banke,Mid-Western,4.88,76094,0.00,8141,0.08,401.27,5.97,69.89,5.96,70.24,7.25,43.28,8.17
